MICROPHONE,ORIENTATION,SOUND,ANGLE,ANSWER,PERSON
AMBEO,ELEVATION,SWEET,-45,50,4
AMBEO,ELEVATION,SWEET,-150,-22,4
AMBEO,ELEVATION,SWEET,105,-155,4
AMBEO,ELEVATION,SWEET,-135,0,4
AMBEO,ELEVATION,SWEET,30,150,4
AMBEO,ELEVATION,SWEET,135,175,4
ZYLIA,AZIMUTH,TRUMPET,0,-70,4
ZYLIA,AZIMUTH,TRUMPET,90,-65,4
ZYLIA,AZIMUTH,TRUMPET,-90,-85,4
ZYLIA,AZIMUTH,TRUMPET,150,-105,4
ZYLIA,AZIMUTH,TRUMPET,30,102,4
ZYLIA,AZIMUTH,TRUMPET,-150,94,4
ZYLIA,AZIMUTH,TRUMPET,180,-53,4
ZYLIA,AZIMUTH,TRUMPET,-30,-130,4
ZYLIA,ELEVATION,DUCK,-15,10,4
ZYLIA,ELEVATION,DUCK,90,20,4
ZYLIA,ELEVATION,DUCK,-45,35,4
ZYLIA,ELEVATION,DUCK,-150,80,4
ZYLIA,ELEVATION,DUCK,105,55,4
ZYLIA,ELEVATION,DUCK,-135,28,4
ZYLIA,ELEVATION,DUCK,30,-157,4
ZYLIA,ELEVATION,DUCK,135,0,4
ZYLIA,AZIMUTH,NOISE,0,-142,4
ZYLIA,AZIMUTH,NOISE,90,-160,4
ZYLIA,AZIMUTH,NOISE,-90,-85,4
ZYLIA,AZIMUTH,NOISE,150,-100,4
ZYLIA,AZIMUTH,NOISE,30,105,4
ZYLIA,AZIMUTH,NOISE,-150,115,4
ZYLIA,AZIMUTH,NOISE,180,-30,4
ZYLIA,AZIMUTH,NOISE,-30,-75,4
ZYLIA,ELEVATION,NOISE,-15,50,4
ZYLIA,ELEVATION,NOISE,90,128,4
ZYLIA,ELEVATION,NOISE,-45,-155,4
ZYLIA,ELEVATION,NOISE,-150,163,4
ZYLIA,ELEVATION,NOISE,105,145,4
ZYLIA,ELEVATION,NOISE,-135,-18,4
ZYLIA,ELEVATION,NOISE,30,-170,4
ZYLIA,ELEVATION,NOISE,135,20,4
ZYLIA,AZIMUTH,ANGRY,0,-10,4
ZYLIA,AZIMUTH,ANGRY,90,115,4
ZYLIA,AZIMUTH,ANGRY,-90,-110,4
ZYLIA,AZIMUTH,ANGRY,150,-100,4
ZYLIA,AZIMUTH,ANGRY,30,115,4
ZYLIA,AZIMUTH,ANGRY,-150,110,4
ZYLIA,AZIMUTH,ANGRY,180,-160,4
ZYLIA,AZIMUTH,ANGRY,-30,-120,4
ZYLIA,ELEVATION,SWEET,-15,30,4
ZYLIA,ELEVATION,SWEET,90,35,4
ZYLIA,ELEVATION,SWEET,-45,112,4
ZYLIA,ELEVATION,SWEET,-150,110,4
ZYLIA,ELEVATION,SWEET,105,105,4
ZYLIA,ELEVATION,SWEET,-135,115,4
ZYLIA,ELEVATION,SWEET,30,-20,4
ZYLIA,ELEVATION,SWEET,135,-155,4
BINAURAL,AZIMUTH,TRUMPET,0,180,5
BINAURAL,AZIMUTH,TRUMPET,90,-140,5
BINAURAL,AZIMUTH,TRUMPET,-90,165,5
BINAURAL,AZIMUTH,TRUMPET,150,-160,5
BINAURAL,AZIMUTH,TRUMPET,30,-125,5
BINAURAL,AZIMUTH,TRUMPET,-150,-115,5
BINAURAL,AZIMUTH,TRUMPET,180,-90,5
BINAURAL,AZIMUTH,TRUMPET,-30,175,5
BINAURAL,ELEVATION,DUCK,-15,155,5
BINAURAL,ELEVATION,DUCK,90,138,5
BINAURAL,ELEVATION,DUCK,-45,120,5
BINAURAL,ELEVATION,DUCK,-150,110,5
BINAURAL,ELEVATION,DUCK,105,100,5
BINAURAL,ELEVATION,DUCK,-135,85,5
BINAURAL,ELEVATION,DUCK,30,75,5
BINAURAL,ELEVATION,DUCK,135,65,5
BINAURAL,AZIMUTH,NOISE,0,-40,5
BINAURAL,AZIMUTH,NOISE,90,-175,5
BINAURAL,AZIMUTH,NOISE,-90,-148,5
BINAURAL,AZIMUTH,NOISE,150,-155,5
BINAURAL,AZIMUTH,NOISE,30,170,5
BINAURAL,AZIMUTH,NOISE,-150,130,5
BINAURAL,AZIMUTH,NOISE,180,-130,5
BINAURAL,AZIMUTH,NOISE,-30,-165,5
BINAURAL,ELEVATION,NOISE,-15,150,5
BINAURAL,ELEVATION,NOISE,90,130,5
BINAURAL,ELEVATION,NOISE,-45,110,5
BINAURAL,ELEVATION,NOISE,-150,160,5
BINAURAL,ELEVATION,NOISE,105,-175,5
BINAURAL,ELEVATION,NOISE,-135,-150,5
BINAURAL,ELEVATION,NOISE,30,-140,5
BINAURAL,ELEVATION,NOISE,135,-165,5
BINAURAL,AZIMUTH,ANGRY,0,145,5
BINAURAL,AZIMUTH,ANGRY,90,-153,5
BINAURAL,AZIMUTH,ANGRY,-90,170,5
BINAURAL,AZIMUTH,ANGRY,150,-170,5
BINAURAL,AZIMUTH,ANGRY,30,-140,5
BINAURAL,AZIMUTH,ANGRY,-150,-130,5
BINAURAL,AZIMUTH,ANGRY,180,-120,5
BINAURAL,AZIMUTH,ANGRY,-30,160,5
BINAURAL,ELEVATION,SWEET,-15,145,5
BINAURAL,ELEVATION,SWEET,90,155,5
BINAURAL,ELEVATION,SWEET,-45,130,5
BINAURAL,ELEVATION,SWEET,-150,115,5
BINAURAL,ELEVATION,SWEET,105,100,5
BINAURAL,ELEVATION,SWEET,-135,110,5
BINAURAL,ELEVATION,SWEET,30,135,5
BINAURAL,ELEVATION,SWEET,135,160,5
AMBEO,AZIMUTH,TRUMPET,0,35,5
AMBEO,AZIMUTH,TRUMPET,90,110,5
AMBEO,AZIMUTH,TRUMPET,-90,145,5
AMBEO,AZIMUTH,TRUMPET,150,125,5
AMBEO,AZIMUTH,TRUMPET,30,100,5
AMBEO,AZIMUTH,TRUMPET,-150,90,5
AMBEO,AZIMUTH,TRUMPET,180,105,5
AMBEO,AZIMUTH,TRUMPET,-30,95,5
AMBEO,ELEVATION,DUCK,-15,180,5
AMBEO,ELEVATION,DUCK,90,165,5
AMBEO,ELEVATION,DUCK,-45,145,5
AMBEO,ELEVATION,DUCK,-150,125,5
AMBEO,ELEVATION,DUCK,105,100,5
AMBEO,ELEVATION,DUCK,-135,90,5
AMBEO,ELEVATION,DUCK,30,115,5
AMBEO,ELEVATION,DUCK,135,95,5
AMBEO,AZIMUTH,NOISE,0,110,5
AMBEO,AZIMUTH,NOISE,90,150,5
AMBEO,AZIMUTH,NOISE,-90,175,5
AMBEO,AZIMUTH,NOISE,150,-120,5
AMBEO,AZIMUTH,NOISE,30,95,5
AMBEO,AZIMUTH,NOISE,-150,90,5
AMBEO,AZIMUTH,NOISE,180,70,5
AMBEO,AZIMUTH,NOISE,-30,-72,5
AMBEO,ELEVATION,NOISE,-15,180,5
AMBEO,ELEVATION,NOISE,90,155,5
AMBEO,ELEVATION,NOISE,-45,130,5
AMBEO,ELEVATION,NOISE,-150,-160,5
AMBEO,ELEVATION,NOISE,105,-138,5
AMBEO,ELEVATION,NOISE,-135,-115,5
AMBEO,ELEVATION,NOISE,30,-106,5
AMBEO,ELEVATION,NOISE,135,-90,5
AMBEO,AZIMUTH,ANGRY,0,115,5
AMBEO,AZIMUTH,ANGRY,90,150,5
AMBEO,AZIMUTH,ANGRY,-90,174,5
AMBEO,AZIMUTH,ANGRY,150,-115,5
AMBEO,AZIMUTH,ANGRY,30,100,5
AMBEO,AZIMUTH,ANGRY,-150,90,5
AMBEO,AZIMUTH,ANGRY,180,18,5
AMBEO,AZIMUTH,ANGRY,-30,-45,5
AMBEO,ELEVATION,SWEET,-15,135,5
AMBEO,ELEVATION,SWEET,90,100,5
AMBEO,ELEVATION,SWEET,-45,115,5
AMBEO,ELEVATION,SWEET,-150,66,5
AMBEO,ELEVATION,SWEET,105,148,5
AMBEO,ELEVATION,SWEET,-135,170,5
AMBEO,ELEVATION,SWEET,30,180,5
AMBEO,ELEVATION,SWEET,135,-165,5
ZYLIA,AZIMUTH,TRUMPET,0,-110,5
ZYLIA,AZIMUTH,TRUMPET,90,-140,5
ZYLIA,AZIMUTH,TRUMPET,-90,-122,5
ZYLIA,AZIMUTH,TRUMPET,150,-90,5
ZYLIA,AZIMUTH,TRUMPET,30,85,5
ZYLIA,AZIMUTH,TRUMPET,-150,98,5
ZYLIA,AZIMUTH,TRUMPET,180,180,5
ZYLIA,AZIMUTH,TRUMPET,-30,-130,5
ZYLIA,ELEVATION,DUCK,-15,-135,5
ZYLIA,ELEVATION,DUCK,90,-118,5
ZYLIA,ELEVATION,DUCK,-45,-160,5
ZYLIA,ELEVATION,DUCK,-150,175,5
ZYLIA,ELEVATION,DUCK,105,162,5
ZYLIA,ELEVATION,DUCK,-135,140,5
ZYLIA,ELEVATION,DUCK,30,110,5
ZYLIA,ELEVATION,DUCK,135,100,5
ZYLIA,AZIMUTH,NOISE,0,-115,5
ZYLIA,AZIMUTH,NOISE,90,180,5
ZYLIA,AZIMUTH,NOISE,-90,-135,5
ZYLIA,AZIMUTH,NOISE,150,-102,5
ZYLIA,AZIMUTH,NOISE,30,126,5
ZYLIA,AZIMUTH,NOISE,-150,100,5
ZYLIA,AZIMUTH,NOISE,180,148,5
ZYLIA,AZIMUTH,NOISE,-30,-126,5
ZYLIA,ELEVATION,NOISE,-15,170,5
ZYLIA,ELEVATION,NOISE,90,150,5
ZYLIA,ELEVATION,NOISE,-45,160,5
ZYLIA,ELEVATION,NOISE,-150,-160,5
ZYLIA,ELEVATION,NOISE,105,-135,5
ZYLIA,ELEVATION,NOISE,-135,-110,5
ZYLIA,ELEVATION,NOISE,30,-90,5
ZYLIA,ELEVATION,NOISE,135,-80,5
ZYLIA,AZIMUTH,ANGRY,0,-145,5
ZYLIA,AZIMUTH,ANGRY,90,160,5
ZYLIA,AZIMUTH,ANGRY,-90,-130,5
ZYLIA,AZIMUTH,ANGRY,150,-100,5
ZYLIA,AZIMUTH,ANGRY,30,130,5
ZYLIA,AZIMUTH,ANGRY,-150,115,5
ZYLIA,AZIMUTH,ANGRY,180,90,5
ZYLIA,AZIMUTH,ANGRY,-30,-112,5
ZYLIA,ELEVATION,SWEET,-15,160,5
ZYLIA,ELEVATION,SWEET,90,140,5
ZYLIA,ELEVATION,SWEET,-45,150,5
ZYLIA,ELEVATION,SWEET,-150,125,5
ZYLIA,ELEVATION,SWEET,105,165,5
ZYLIA,ELEVATION,SWEET,-135,-170,5
ZYLIA,ELEVATION,SWEET,30,-155,5
ZYLIA,ELEVATION,SWEET,135,-135,5
BINAURAL,AZIMUTH,TRUMPET,0,90,6
BINAURAL,AZIMUTH,TRUMPET,90,0,6
BINAURAL,AZIMUTH,TRUMPET,-90,5,6
BINAURAL,AZIMUTH,TRUMPET,150,95,6
BINAURAL,AZIMUTH,TRUMPET,30,35,6
BINAURAL,AZIMUTH,TRUMPET,-150,130,6
BINAURAL,AZIMUTH,TRUMPET,180,50,6
BINAURAL,AZIMUTH,TRUMPET,-30,15,6
BINAURAL,ELEVATION,DUCK,-15,180,6
BINAURAL,ELEVATION,DUCK,90,175,6
BINAURAL,ELEVATION,DUCK,-45,-175,6
BINAURAL,ELEVATION,DUCK,-150,-165,6
BINAURAL,ELEVATION,DUCK,105,,6
BINAURAL,ELEVATION,DUCK,-135,-45,6
BINAURAL,ELEVATION,DUCK,30,-25,6
BINAURAL,ELEVATION,DUCK,135,-80,6
BINAURAL,AZIMUTH,NOISE,0,95,6
BINAURAL,AZIMUTH,NOISE,90,25,6
BINAURAL,AZIMUTH,NOISE,-90,-35,6
BINAURAL,AZIMUTH,NOISE,150,148,6
BINAURAL,AZIMUTH,NOISE,30,-10,6
BINAURAL,AZIMUTH,NOISE,-150,80,6
BINAURAL,AZIMUTH,NOISE,180,105,6
BINAURAL,AZIMUTH,NOISE,-30,55,6
BINAURAL,ELEVATION,NOISE,-15,-175,6
BINAURAL,ELEVATION,NOISE,90,140,6
BINAURAL,ELEVATION,NOISE,-45,56,6
BINAURAL,ELEVATION,NOISE,-150,15,6
BINAURAL,ELEVATION,NOISE,105,155,6
BINAURAL,ELEVATION,NOISE,-135,20,6
BINAURAL,ELEVATION,NOISE,30,-45,6
BINAURAL,ELEVATION,NOISE,135,160,6
BINAURAL,AZIMUTH,ANGRY,0,85,6
BINAURAL,AZIMUTH,ANGRY,90,5,6
BINAURAL,AZIMUTH,ANGRY,-90,0,6
BINAURAL,AZIMUTH,ANGRY,150,45,6
BINAURAL,AZIMUTH,ANGRY,30,-20,6
BINAURAL,AZIMUTH,ANGRY,-150,-50,6
BINAURAL,AZIMUTH,ANGRY,180,40,6
BINAURAL,AZIMUTH,ANGRY,-30,20,6
BINAURAL,ELEVATION,SWEET,-15,120,6
BINAURAL,ELEVATION,SWEET,90,130,6
BINAURAL,ELEVATION,SWEET,-45,135,6
BINAURAL,ELEVATION,SWEET,-150,75,6
BINAURAL,ELEVATION,SWEET,105,155,6
BINAURAL,ELEVATION,SWEET,-135,20,6
BINAURAL,ELEVATION,SWEET,30,-45,6
BINAURAL,ELEVATION,SWEET,135,160,6
AMBEO,AZIMUTH,TRUMPET,0,5,6
AMBEO,AZIMUTH,TRUMPET,90,130,6
AMBEO,AZIMUTH,TRUMPET,-90,150,6
AMBEO,AZIMUTH,TRUMPET,150,90,6
AMBEO,AZIMUTH,TRUMPET,30,100,6
AMBEO,AZIMUTH,TRUMPET,-150,85,6
AMBEO,AZIMUTH,TRUMPET,180,-175,6
AMBEO,AZIMUTH,TRUMPET,-30,,6
AMBEO,ELEVATION,DUCK,-15,5,6
AMBEO,ELEVATION,DUCK,90,25,6
AMBEO,ELEVATION,DUCK,-45,0,6
AMBEO,ELEVATION,DUCK,-150,-10,6
AMBEO,ELEVATION,DUCK,105,-15,6
AMBEO,ELEVATION,DUCK,-135,-175,6
AMBEO,ELEVATION,DUCK,30,-160,6
AMBEO,ELEVATION,DUCK,135,-150,6
AMBEO,AZIMUTH,NOISE,0,-90,6
AMBEO,AZIMUTH,NOISE,90,180,6
AMBEO,AZIMUTH,NOISE,-90,-140,6
AMBEO,AZIMUTH,NOISE,150,-130,6
AMBEO,AZIMUTH,NOISE,30,50,6
AMBEO,AZIMUTH,NOISE,-150,-160,6
AMBEO,AZIMUTH,NOISE,180,160,6
AMBEO,AZIMUTH,NOISE,-30,-35,6
AMBEO,ELEVATION,NOISE,-15,-90,6
AMBEO,ELEVATION,NOISE,90,180,6
AMBEO,ELEVATION,NOISE,-45,-140,6
AMBEO,ELEVATION,NOISE,-150,-130,6
AMBEO,ELEVATION,NOISE,105,55,6
AMBEO,ELEVATION,NOISE,-135,-160,6
AMBEO,ELEVATION,NOISE,30,160,6
AMBEO,ELEVATION,NOISE,135,-35,6
AMBEO,AZIMUTH,ANGRY,0,-145,6
AMBEO,AZIMUTH,ANGRY,90,105,6
AMBEO,AZIMUTH,ANGRY,-90,0,6
AMBEO,AZIMUTH,ANGRY,150,-95,6
AMBEO,AZIMUTH,ANGRY,30,70,6
AMBEO,AZIMUTH,ANGRY,-150,90,6
AMBEO,AZIMUTH,ANGRY,180,5,6
AMBEO,AZIMUTH,ANGRY,-30,-105,6
AMBEO,ELEVATION,SWEET,-15,0,6
AMBEO,ELEVATION,SWEET,90,160,6
AMBEO,ELEVATION,SWEET,-45,137,6
AMBEO,ELEVATION,SWEET,-150,180,6
AMBEO,ELEVATION,SWEET,105,-120,6
AMBEO,ELEVATION,SWEET,-135,-110,6
AMBEO,ELEVATION,SWEET,30,150,6
AMBEO,ELEVATION,SWEET,135,-170,6
ZYLIA,AZIMUTH,TRUMPET,0,-115,6
ZYLIA,AZIMUTH,TRUMPET,90,95,6
ZYLIA,AZIMUTH,TRUMPET,-90,-80,6
ZYLIA,AZIMUTH,TRUMPET,150,-90,6
ZYLIA,AZIMUTH,TRUMPET,30,90,6
ZYLIA,AZIMUTH,TRUMPET,-150,80,6
ZYLIA,AZIMUTH,TRUMPET,180,180,6
ZYLIA,AZIMUTH,TRUMPET,-30,-130,6
ZYLIA,ELEVATION,DUCK,-15,-5,6
ZYLIA,ELEVATION,DUCK,90,-175,6
ZYLIA,ELEVATION,DUCK,-45,45,6
ZYLIA,ELEVATION,DUCK,-150,-15,6
ZYLIA,ELEVATION,DUCK,105,-30,6
ZYLIA,ELEVATION,DUCK,-135,15,6
ZYLIA,ELEVATION,DUCK,30,5,6
ZYLIA,ELEVATION,DUCK,135,-145,6
ZYLIA,AZIMUTH,NOISE,0,-165,6
ZYLIA,AZIMUTH,NOISE,90,-175,6
ZYLIA,AZIMUTH,NOISE,-90,-120,6
ZYLIA,AZIMUTH,NOISE,150,-105,6
ZYLIA,AZIMUTH,NOISE,30,90,6
ZYLIA,AZIMUTH,NOISE,-150,72,6
ZYLIA,AZIMUTH,NOISE,180,-5,6
ZYLIA,AZIMUTH,NOISE,-30,-75,6
ZYLIA,ELEVATION,NOISE,-15,0,6
ZYLIA,ELEVATION,NOISE,90,-50,6
ZYLIA,ELEVATION,NOISE,-45,-175,6
ZYLIA,ELEVATION,NOISE,-150,172,6
ZYLIA,ELEVATION,NOISE,105,-125,6
ZYLIA,ELEVATION,NOISE,-135,-160,6
ZYLIA,ELEVATION,NOISE,30,-60,6
ZYLIA,ELEVATION,NOISE,135,115,6
ZYLIA,AZIMUTH,ANGRY,0,-165,6
ZYLIA,AZIMUTH,ANGRY,90,-175,6
ZYLIA,AZIMUTH,ANGRY,-90,-120,6
ZYLIA,AZIMUTH,ANGRY,150,-115,6
ZYLIA,AZIMUTH,ANGRY,30,90,6
ZYLIA,AZIMUTH,ANGRY,-150,72,6
ZYLIA,AZIMUTH,ANGRY,180,-5,6
ZYLIA,AZIMUTH,ANGRY,-30,-80,6
ZYLIA,ELEVATION,SWEET,-15,-58,6
ZYLIA,ELEVATION,SWEET,90,-112,6
ZYLIA,ELEVATION,SWEET,-45,-145,6
ZYLIA,ELEVATION,SWEET,-150,-135,6
ZYLIA,ELEVATION,SWEET,105,-80,6
ZYLIA,ELEVATION,SWEET,-135,145,6
ZYLIA,ELEVATION,SWEET,30,20,6
ZYLIA,ELEVATION,SWEET,135,175,6
BINAURAL,AZIMUTH,TRUMPET,0,140,7
BINAURAL,AZIMUTH,TRUMPET,90,114,7
BINAURAL,AZIMUTH,TRUMPET,-90,172,7
BINAURAL,AZIMUTH,TRUMPET,150,126,7
BINAURAL,AZIMUTH,TRUMPET,30,-160,7
BINAURAL,AZIMUTH,TRUMPET,-150,10,7
BINAURAL,AZIMUTH,TRUMPET,180,-50,7
BINAURAL,AZIMUTH,TRUMPET,-30,-170,7
BINAURAL,ELEVATION,DUCK,-15,55,7
BINAURAL,ELEVATION,DUCK,90,15,7
BINAURAL,ELEVATION,DUCK,-45,142,7
BINAURAL,ELEVATION,DUCK,-150,-158,7
BINAURAL,ELEVATION,DUCK,105,40,7
BINAURAL,ELEVATION,DUCK,-135,-140,7
BINAURAL,ELEVATION,DUCK,30,-10,7
BINAURAL,ELEVATION,DUCK,135,148,7
BINAURAL,AZIMUTH,NOISE,0,155,7
BINAURAL,AZIMUTH,NOISE,90,130,7
BINAURAL,AZIMUTH,NOISE,-90,12,7
BINAURAL,AZIMUTH,NOISE,150,120,7
BINAURAL,AZIMUTH,NOISE,30,125,7
BINAURAL,AZIMUTH,NOISE,-150,80,7
BINAURAL,AZIMUTH,NOISE,180,170,7
BINAURAL,AZIMUTH,NOISE,-30,-170,7
BINAURAL,ELEVATION,NOISE,-15,35,7
BINAURAL,ELEVATION,NOISE,90,120,7
BINAURAL,ELEVATION,NOISE,-45,140,7
BINAURAL,ELEVATION,NOISE,-150,-155,7
BINAURAL,ELEVATION,NOISE,105,-142,7
BINAURAL,ELEVATION,NOISE,-135,135,7
BINAURAL,ELEVATION,NOISE,30,145,7
BINAURAL,ELEVATION,NOISE,135,-165,7
BINAURAL,AZIMUTH,ANGRY,0,-40,7
BINAURAL,AZIMUTH,ANGRY,90,125,7
BINAURAL,AZIMUTH,ANGRY,-90,135,7
BINAURAL,AZIMUTH,ANGRY,150,-25,7
BINAURAL,AZIMUTH,ANGRY,30,112,7
BINAURAL,AZIMUTH,ANGRY,-150,-170,7
BINAURAL,AZIMUTH,ANGRY,180,-145,7
BINAURAL,AZIMUTH,ANGRY,-30,-160,7
BINAURAL,ELEVATION,SWEET,-15,10,7
BINAURAL,ELEVATION,SWEET,90,15,7
BINAURAL,ELEVATION,SWEET,-45,30,7
BINAURAL,ELEVATION,SWEET,-150,-170,7
BINAURAL,ELEVATION,SWEET,105,135,7
BINAURAL,ELEVATION,SWEET,-135,145,7
BINAURAL,ELEVATION,SWEET,30,180,7
BINAURAL,ELEVATION,SWEET,135,-155,7
AMBEO,AZIMUTH,TRUMPET,0,-67,7
AMBEO,AZIMUTH,TRUMPET,90,80,7
AMBEO,AZIMUTH,TRUMPET,-90,105,7
AMBEO,AZIMUTH,TRUMPET,150,95,7
AMBEO,AZIMUTH,TRUMPET,30,90,7
AMBEO,AZIMUTH,TRUMPET,-150,110,7
AMBEO,AZIMUTH,TRUMPET,180,-120,7
AMBEO,AZIMUTH,TRUMPET,-30,-72,7
AMBEO,ELEVATION,DUCK,-15,15,7
AMBEO,ELEVATION,DUCK,90,45,7
AMBEO,ELEVATION,DUCK,-45,35,7
AMBEO,ELEVATION,DUCK,-150,-155,7
AMBEO,ELEVATION,DUCK,105,140,7
AMBEO,ELEVATION,DUCK,-135,-20,7
AMBEO,ELEVATION,DUCK,30,75,7
AMBEO,ELEVATION,DUCK,135,10,7
AMBEO,AZIMUTH,NOISE,0,-40,7
AMBEO,AZIMUTH,NOISE,90,125,7
AMBEO,AZIMUTH,NOISE,-90,140,7
AMBEO,AZIMUTH,NOISE,150,-150,7
AMBEO,AZIMUTH,NOISE,30,110,7
AMBEO,AZIMUTH,NOISE,-150,95,7
AMBEO,AZIMUTH,NOISE,180,-15,7
AMBEO,AZIMUTH,NOISE,-30,-70,7
AMBEO,ELEVATION,NOISE,-15,15,7
AMBEO,ELEVATION,NOISE,90,45,7
AMBEO,ELEVATION,NOISE,-45,35,7
AMBEO,ELEVATION,NOISE,-150,-155,7
AMBEO,ELEVATION,NOISE,105,75,7
AMBEO,ELEVATION,NOISE,-135,10,7
AMBEO,ELEVATION,NOISE,30,160,7
AMBEO,ELEVATION,NOISE,135,-35,7
AMBEO,AZIMUTH,ANGRY,0,170,7
AMBEO,AZIMUTH,ANGRY,90,145,7
AMBEO,AZIMUTH,ANGRY,-90,145,7
AMBEO,AZIMUTH,ANGRY,150,-90,7
AMBEO,AZIMUTH,ANGRY,30,90,7
AMBEO,AZIMUTH,ANGRY,-150,90,7
AMBEO,AZIMUTH,ANGRY,180,-170,7
AMBEO,AZIMUTH,ANGRY,-30,-125,7
AMBEO,ELEVATION,SWEET,-15,5,7
AMBEO,ELEVATION,SWEET,90,175,7
AMBEO,ELEVATION,SWEET,-45,145,7
AMBEO,ELEVATION,SWEET,-150,160,7
AMBEO,ELEVATION,SWEET,105,130,7
AMBEO,ELEVATION,SWEET,-135,-15,7
AMBEO,ELEVATION,SWEET,30,143,7
AMBEO,ELEVATION,SWEET,135,-40,7
ZYLIA,AZIMUTH,TRUMPET,0,-20,7
ZYLIA,AZIMUTH,TRUMPET,90,-40,7
ZYLIA,AZIMUTH,TRUMPET,-90,-70,7
ZYLIA,AZIMUTH,TRUMPET,150,-85,7
ZYLIA,AZIMUTH,TRUMPET,30,90,7
ZYLIA,AZIMUTH,TRUMPET,-150,85,7
ZYLIA,AZIMUTH,TRUMPET,180,175,7
ZYLIA,AZIMUTH,TRUMPET,-30,-120,7
ZYLIA,ELEVATION,DUCK,-15,20,7
ZYLIA,ELEVATION,DUCK,90,-30,7
ZYLIA,ELEVATION,DUCK,-45,-145,7
ZYLIA,ELEVATION,DUCK,-150,-170,7
ZYLIA,ELEVATION,DUCK,105,100,7
ZYLIA,ELEVATION,DUCK,-135,50,7
ZYLIA,ELEVATION,DUCK,30,135,7
ZYLIA,ELEVATION,DUCK,135,5,7
ZYLIA,AZIMUTH,NOISE,0,-40,7
ZYLIA,AZIMUTH,NOISE,90,-140,7
ZYLIA,AZIMUTH,NOISE,-90,-115,7
ZYLIA,AZIMUTH,NOISE,150,-85,7
ZYLIA,AZIMUTH,NOISE,30,110,7
ZYLIA,AZIMUTH,NOISE,-150,95,7
ZYLIA,AZIMUTH,NOISE,180,170,7
ZYLIA,AZIMUTH,NOISE,-30,-100,7
ZYLIA,ELEVATION,NOISE,-15,10,7
ZYLIA,ELEVATION,NOISE,90,125,7
ZYLIA,ELEVATION,NOISE,-45,165,7
ZYLIA,ELEVATION,NOISE,-150,-175,7
ZYLIA,ELEVATION,NOISE,105,-135,7
ZYLIA,ELEVATION,NOISE,-135,-25,7
ZYLIA,ELEVATION,NOISE,30,-145,7
ZYLIA,ELEVATION,NOISE,135,20,7
ZYLIA,AZIMUTH,ANGRY,0,-40,7
ZYLIA,AZIMUTH,ANGRY,90,-35,7
ZYLIA,AZIMUTH,ANGRY,-90,45,7
ZYLIA,AZIMUTH,ANGRY,150,-85,7
ZYLIA,AZIMUTH,ANGRY,30,90,7
ZYLIA,AZIMUTH,ANGRY,-150,90,7
ZYLIA,AZIMUTH,ANGRY,180,-25,7
ZYLIA,AZIMUTH,ANGRY,-30,-105,7
ZYLIA,ELEVATION,SWEET,-15,5,7
ZYLIA,ELEVATION,SWEET,90,170,7
ZYLIA,ELEVATION,SWEET,-45,25,7
ZYLIA,ELEVATION,SWEET,-150,40,7
ZYLIA,ELEVATION,SWEET,105,150,7
ZYLIA,ELEVATION,SWEET,-135,0,7
ZYLIA,ELEVATION,SWEET,30,40,7
ZYLIA,ELEVATION,SWEET,135,-170,7
BINAURAL,AZIMUTH,TRUMPET,0,70,8
BINAURAL,AZIMUTH,TRUMPET,90,180,8
BINAURAL,AZIMUTH,TRUMPET,-90,180,8
BINAURAL,AZIMUTH,TRUMPET,150,-120,8
BINAURAL,AZIMUTH,TRUMPET,30,-150,8
BINAURAL,AZIMUTH,TRUMPET,-150,150,8
BINAURAL,AZIMUTH,TRUMPET,180,135,8
BINAURAL,AZIMUTH,TRUMPET,-30,-90,8
BINAURAL,ELEVATION,DUCK,-15,30,8
BINAURAL,ELEVATION,DUCK,90,20,8
BINAURAL,ELEVATION,DUCK,-45,20,8
BINAURAL,ELEVATION,DUCK,-150,20,8
BINAURAL,ELEVATION,DUCK,105,20,8
BINAURAL,ELEVATION,DUCK,-135,20,8
BINAURAL,ELEVATION,DUCK,30,20,8
BINAURAL,ELEVATION,DUCK,135,20,8
BINAURAL,AZIMUTH,NOISE,0,135,8
BINAURAL,AZIMUTH,NOISE,90,-170,8
BINAURAL,AZIMUTH,NOISE,-90,180,8
BINAURAL,AZIMUTH,NOISE,150,150,8
BINAURAL,AZIMUTH,NOISE,30,160,8
BINAURAL,AZIMUTH,NOISE,-150,120,8
BINAURAL,AZIMUTH,NOISE,180,-120,8
BINAURAL,AZIMUTH,NOISE,-30,-150,8
BINAURAL,ELEVATION,NOISE,-15,10,8
BINAURAL,ELEVATION,NOISE,90,-10,8
BINAURAL,ELEVATION,NOISE,-45,-35,8
BINAURAL,ELEVATION,NOISE,-150,30,8
BINAURAL,ELEVATION,NOISE,105,-25,8
BINAURAL,ELEVATION,NOISE,-135,0,8
BINAURAL,ELEVATION,NOISE,30,35,8
BINAURAL,ELEVATION,NOISE,135,-50,8
BINAURAL,AZIMUTH,ANGRY,0,100,8
BINAURAL,AZIMUTH,ANGRY,90,180,8
BINAURAL,AZIMUTH,ANGRY,-90,-100,8
BINAURAL,AZIMUTH,ANGRY,150,150,8
BINAURAL,AZIMUTH,ANGRY,30,-170,8
BINAURAL,AZIMUTH,ANGRY,-150,-90,8
BINAURAL,AZIMUTH,ANGRY,180,120,8
